****** MODEL SUMMARY ******
{"decision_function_shape": "ovr", "kernel": "rbf", "C": 1048576, "gamma": 0.00017361111111111112}
****** TRAIN SUMMARY ******
training num #568
training confusion matrix:
13	0	0	0	0
0	88	6	0	0
0	43	281	37	0
0	0	11	85	0
0	0	0	0	4
training accuracy:
1.0	0.9361702127659575	0.778393351800554	0.8854166666666666	1.0
total training accuracy #0.829225352113
****** TEST SUMMARY ******
testing num #145
testing confusion matrix:
1	3	0	0	0
3	17	4	0	0
0	10	69	12	0
0	0	6	17	1
0	0	0	2	0
testing accuracy:
0.25	0.7083333333333334	0.7582417582417582	0.7083333333333334	0.0
total testing accuracy #0.71724137931
****** CASE SUMMARY ******
case num #11
case confusion matrix:
0	0	0	0	0
0	1	0	0	0
0	1	5	1	0
0	0	0	3	0
0	0	0	0	0
case accuracy:
0	1.0	0.7142857142857143	1.0	0
total case accuracy #0.818181818182
****** TRAIN DETAIL ******
7	1	1
12	1	1
16	1	1
3	1	1
4	1	1
11	1	1
2	1	1
9	1	1
10	1	1
8	1	1
6	1	1
5	1	1
13	1	1
91	2	2
128	2	3
41	2	2
33	2	2
72	2	2
21	2	2
125	2	2
37	2	2
27	2	2
36	2	2
97	2	2
35	2	2
103	2	2
115	2	2
32	2	2
124	2	3
102	2	2
92	2	2
70	2	2
28	2	2
98	2	2
43	2	3
100	2	2
42	2	2
18	2	2
26	2	2
79	2	2
61	2	2
20	2	2
101	2	2
80	2	2
73	2	2
112	2	2
63	2	2
108	2	3
62	2	2
118	2	2
66	2	2
111	2	2
86	2	2
121	2	2
74	2	2
104	2	2
131	2	2
126	2	2
109	2	2
68	2	2
75	2	2
30	2	2
107	2	2
55	2	2
59	2	2
95	2	2
82	2	2
65	2	2
93	2	2
83	2	2
88	2	2
57	2	2
90	2	2
78	2	2
17	2	2
106	2	2
105	2	2
132	2	2
114	2	2
29	2	2
48	2	2
99	2	2
87	2	2
40	2	2
110	2	2
38	2	2
119	2	2
69	2	3
53	2	2
85	2	2
67	2	2
122	2	2
52	2	2
77	2	2
76	2	2
84	2	2
22	2	2
25	2	2
120	2	2
81	2	2
24	2	2
96	2	2
51	2	2
89	2	2
47	2	2
133	2	3
46	2	2
560	3	3
236	3	3
170	3	2
443	3	3
381	3	2
154	3	2
180	3	2
226	3	3
431	3	3
386	3	3
191	3	2
586	3	3
241	3	3
299	3	3
576	3	3
308	3	3
355	3	3
503	3	3
293	3	3
208	3	3
575	3	4
351	3	3
372	3	3
216	3	3
164	3	2
282	3	3
538	3	4
182	3	2
291	3	4
526	3	3
408	3	3
211	3	3
320	3	3
419	3	3
347	3	3
246	3	2
237	3	3
423	3	3
175	3	3
464	3	3
375	3	3
394	3	3
239	3	3
440	3	3
315	3	3
254	3	3
510	3	4
262	3	2
365	3	3
460	3	3
270	3	3
454	3	2
288	3	3
565	3	3
514	3	4
470	3	3
572	3	4
167	3	2
330	3	4
186	3	3
357	3	2
329	3	3
346	3	3
362	3	4
484	3	3
428	3	3
247	3	3
294	3	2
200	3	3
446	3	3
566	3	3
450	3	3
489	3	3
268	3	3
444	3	3
171	3	2
518	3	3
529	3	3
507	3	3
169	3	3
193	3	3
264	3	3
261	3	3
248	3	4
363	3	3
552	3	3
213	3	3
303	3	3
206	3	3
520	3	4
475	3	3
441	3	3
542	3	3
265	3	3
384	3	3
143	3	3
582	3	3
418	3	3
388	3	3
240	3	3
295	3	3
156	3	3
557	3	3
172	3	2
406	3	3
435	3	3
545	3	3
259	3	2
377	3	3
491	3	3
380	3	3
359	3	4
522	3	3
140	3	2
490	3	3
174	3	3
577	3	3
412	3	3
162	3	2
361	3	3
323	3	3
207	3	2
505	3	3
383	3	3
201	3	3
340	3	2
352	3	3
487	3	4
555	3	4
471	3	3
569	3	3
249	3	3
232	3	3
549	3	3
328	3	3
274	3	3
354	3	3
468	3	3
413	3	3
235	3	2
395	3	3
476	3	3
325	3	3
467	3	3
194	3	3
580	3	3
179	3	2
234	3	3
192	3	3
205	3	3
302	3	3
399	3	3
506	3	3
530	3	3
210	3	3
438	3	3
368	3	3
218	3	3
447	3	3
513	3	3
233	3	3
332	3	3
417	3	3
322	3	3
304	3	3
373	3	3
492	3	3
229	3	3
245	3	3
452	3	3
389	3	3
534	3	3
141	3	2
339	3	3
439	3	3
350	3	3
403	3	4
559	3	3
278	3	3
341	3	3
536	3	3
202	3	4
414	3	3
392	3	3
486	3	3
150	3	2
356	3	3
316	3	3
251	3	3
434	3	4
570	3	3
